station_id,latitude,longitude,geohash,city,price,availability,demand,connector_type,power_rating_kW,time_of_day,wait_time,num_charging_points,charger_downtime_%,nearby_facilities,renewable_energy_%,ev_type_preference,weather_condition,traffic_congestion,station_type,maintenance_status,user_rating,num_reviews,charging_time_est_min,payment_methods
EVS117,28.600084942920738,77.19950992605253,ttnfsw,Delhi,23.86,14,72.3,Type 2 AC,250,23,4.3,19,3.16,Gas Station,98.3,All,Storm,Medium,Public Fast,Under Maintenance,4.8,260,18.0,RFID
EVS118,10.969566488782759,76.91025328536168,t9ywqh,Coimbatore,16.77,15,90.4,CHAdeMO,100,19,9.5,14,2.84,Hotel,15.4,Two-Wheelers,Clear,Medium,Highway Hub,Faulty,4.2,110,45.0,"UPI, Card, RFID"
EVS119,22.565254295747028,88.33356906281121,tunb65,Kolkata,5.34,10,80.1,Type 2 AC,250,18,5.3,4,19.56,Gas Station,37.0,Generic,Storm,Medium,Public Slow,Under Maintenance,3.3,412,12.0,"Card, App Wallet, UPI"
EVS120,12.913634686686812,80.22117023876122,tf313q,Chennai,24.85,6,45.5,CCS2,250,18,9.6,19,7.79,Rest Area,29.4,All,Clear,Medium,Public Fast,Under Maintenance,4.6,225,12.0,Card
EVS121,12.959856604710318,77.6096995126491,tdr1wp,Bangalore,9.71,8,29.8,Type 2 AC,250,22,0.7,4,2.55,Hotel,88.6,Generic,Clear,High,Private Fleet,Faulty,4.0,238,12.0,Card
EVS122,12.925352976263115,77.60904440556189,tdr1w0,Bangalore,13.17,1,43.2,CHAdeMO,150,9,9.3,12,9.16,Hotel,27.7,Generic,Cloudy,High,Public Slow,Operational,5.0,370,12.0,"Card, App Wallet, RFID"
EVS123,28.608776128715405,77.23348800551639,ttnfv2,Delhi,9.08,3,38.5,Tesla,22,13,0.8,6,19.36,Hotel,75.4,Two-Wheelers,Rain,High,Public Slow,Under Maintenance,3.4,426,81.8,App Wallet
EVS124,18.510569956074487,73.81466462385937,tek3r9,Pune,14.44,15,47.1,Tesla,50,9,9.9,6,3.91,Shopping Mall,74.3,All,Storm,Low,Private Fleet,Operational,3.4,401,36.0,Card
EVS125,12.927244597398317,80.2631951132892,tf31d3,Chennai,18.17,15,47.3,Tesla,22,5,4.4,19,6.35,Restaurant,92.0,Two-Wheelers,Clear,Medium,Public Fast,Operational,4.6,136,136.4,"App Wallet, RFID, Card"
EVS126,12.85999704086557,80.3112859337468,tf315t,Chennai,8.54,15,69.5,Type 2 AC,250,4,7.2,7,5.39,Gas Station,43.1,All,Rain,Medium,Private Fleet,Operational,3.6,350,7.2,"App Wallet, Card, UPI"
EVS127,12.886807113565895,80.30653346145954,tf3173,Chennai,24.97,13,45.5,Tesla,150,3,3.4,15,1.86,Gas Station,35.5,Tesla,Storm,High,Public Fast,Under Maintenance,3.0,119,30.0,"RFID, UPI, App Wallet"
EVS128,19.11755403638453,72.84119645726832,te7uc8,Mumbai,15.15,4,64.6,CHAdeMO,150,13,7.0,10,19.52,Shopping Mall,23.1,All,Cloudy,Medium,Public Slow,Faulty,4.1,197,20.0,Card
EVS129,12.927810282605684,77.55442773581503,tdr1sc,Bangalore,10.07,2,64.8,Type 2 AC,150,2,7.0,6,10.01,Hotel,53.6,Generic,Storm,Medium,Public Fast,Under Maintenance,4.7,339,20.0,"Card, RFID, App Wallet"
EVS130,18.50002072528687,73.85670441984523,tek90x,Pune,17.76,3,41.8,Tesla,100,11,8.7,18,17.23,Gas Station,17.8,Two-Wheelers,Clear,Low,Highway Hub,Operational,4.9,481,18.0,"App Wallet, RFID"
EVS131,12.868163604660708,80.2782587771825,tf314y,Chennai,18.01,2,53.5,GB/T,150,11,1.5,11,11.36,Gas Station,78.7,Tesla,Rain,Low,Public Slow,Under Maintenance,3.5,355,20.0,"RFID, UPI"
EVS132,22.610345208279224,88.31918401347832,tunb9u,Kolkata,13.48,14,56.2,Tesla,150,13,8.7,20,13.83,Hotel,87.3,Generic,Storm,Medium,Private Fleet,Operational,3.9,146,30.0,Card
EVS133,12.924549757896756,77.54651798080748,tdr1s8,Bangalore,6.41,4,49.1,Type 2 AC,150,3,3.4,8,13.94,Restaurant,74.5,All,Cloudy,Medium,Public Slow,Faulty,3.8,3,12.0,"UPI, Card"
EVS134,22.981656150162312,72.60796027455697,ts5dsp,Ahmedabad,9.56,8,46.5,Type 2 AC,50,6,7.9,8,16.66,Gas Station,35.1,Tesla,Rain,Low,Public Slow,Operational,4.6,25,90.0,"Card, UPI"
EVS135,28.65038334495698,77.18848324912683,ttnfur,Delhi,20.52,15,38.8,CCS2,150,13,9.0,19,7.36,Restaurant,23.8,All,Clear,Medium,Highway Hub,Operational,4.7,385,30.0,Card
EVS136,22.549374281222107,88.36161870721338,tunb68,Kolkata,15.33,12,39.2,GB/T,100,13,6.9,20,11.03,Hotel,0.6,All,Cloudy,High,Highway Hub,Faulty,3.2,91,30.0,"App Wallet, RFID"
EVS137,22.618962970713156,88.39268985266378,tunbem,Kolkata,13.41,4,31.0,CCS2,50,2,9.8,2,8.05,Gas Station,40.6,Generic,Rain,Medium,Private Fleet,Faulty,3.7,45,36.0,"Card, UPI"
EVS138,19.076566478103437,72.9220016155164,te7ue2,Mumbai,17.42,7,43.6,GB/T,50,9,6.6,20,7.73,Hotel,5.2,Generic,Cloudy,Low,Public Slow,Under Maintenance,4.2,465,90.0,App Wallet
EVS139,13.016503125244771,77.58131362728382,tdr4j3,Bangalore,12.46,1,50.1,Tesla,250,4,6.6,13,15.16,Shopping Mall,63.0,Tesla,Rain,Medium,Public Fast,Operational,3.8,203,18.0,Card
EVS140,11.020554939119004,76.95866122695647,t9ywxn,Coimbatore,23.74,4,45.5,Tesla,250,9,4.2,16,2.33,Gas Station,65.8,All,Cloudy,High,Public Fast,Under Maintenance,3.4,295,12.0,"App Wallet, RFID, Card"
EVS141,26.83727541328038,80.97399537873743,tuc8dt,Lucknow,24.92,7,28.2,CCS2,50,3,5.9,16,15.53,Restaurant,11.7,Tesla,Clear,High,Highway Hub,Faulty,3.8,183,90.0,UPI
EVS142,18.48308228531006,73.8901435914285,tek91k,Pune,7.28,14,48.2,Type 2 AC,100,15,9.7,13,14.64,Hotel,36.5,Tesla,Rain,High,Private Fleet,Faulty,3.0,34,18.0,UPI
EVS143,13.004634556498663,77.56797180497361,tdr1vp,Bangalore,16.62,1,51.6,Tesla,250,6,2.6,15,6.38,Gas Station,81.0,Tesla,Clear,Medium,Private Fleet,Under Maintenance,3.0,120,18.0,"Card, UPI"
EVS144,11.046969530328566,76.94220447727666,t9ywyg,Coimbatore,8.2,1,44.9,Type 2 AC,250,20,0.1,14,18.67,Shopping Mall,63.6,Generic,Clear,Medium,Highway Hub,Operational,3.8,298,7.2,"Card, RFID"
EVS145,12.879255126751737,80.28183488722334,tf316b,Chennai,7.97,1,72.2,CCS2,100,14,8.0,15,6.36,Shopping Mall,41.5,All,Clear,Medium,Private Fleet,Under Maintenance,3.1,481,30.0,"RFID, Card"
EVS146,28.6184216919923,77.16347791159704,ttnfgc,Delhi,18.28,13,32.7,CCS2,22,2,7.1,15,8.01,Gas Station,48.1,Generic,Cloudy,Medium,Public Fast,Faulty,4.8,375,136.4,App Wallet
EVS147,28.579470394973395,77.19001119146921,ttnfsd,Delhi,6.03,4,36.2,Tesla,22,6,1.8,2,1.05,Restaurant,3.0,Two-Wheelers,Rain,High,Public Slow,Under Maintenance,4.8,469,204.5,"RFID, UPI"
EVS148,22.57152913984028,88.375435237414,tunb7j,Kolkata,13.28,4,21.3,Type 2 AC,22,0,4.9,12,19.96,Gas Station,19.2,Generic,Rain,High,Highway Hub,Under Maintenance,3.9,251,136.4,App Wallet
EVS149,22.97303101947516,72.57472562324844,ts5deq,Ahmedabad,16.09,9,38.5,Tesla,50,16,6.7,9,3.73,Shopping Mall,75.6,All,Rain,Medium,Highway Hub,Under Maintenance,3.1,451,36.0,App Wallet
EVS150,12.900580762254407,80.32016292098,tf317s,Chennai,17.97,4,62.5,CHAdeMO,250,10,4.0,2,1.64,Restaurant,11.6,Generic,Cloudy,Medium,Public Fast,Under Maintenance,4.8,113,12.0,"RFID, App Wallet"
EVS151,22.585609016620293,88.39675314943538,tunb7x,Kolkata,13.63,0,40.8,Type 2 AC,100,7,13.7,15,17.71,Gas Station,71.0,Generic,Cloudy,Medium,Highway Hub,Faulty,3.9,70,30.0,App Wallet
EVS152,28.660465656100765,77.2423509919614,ttngj9,Delhi,24.96,9,107.2,Type 2 AC,150,18,7.3,9,16.81,Restaurant,7.5,All,Storm,Medium,Private Fleet,Faulty,4.0,141,30.0,"App Wallet, RFID"
EVS153,26.89511392155697,80.92027660100423,tuc912,Lucknow,10.41,2,41.9,CHAdeMO,100,15,2.4,8,1.34,Rest Area,73.8,Generic,Rain,High,Public Slow,Faulty,3.5,259,45.0,"Card, RFID"
EVS154,12.968034016418432,77.5574777258834,tdr1ub,Bangalore,5.39,15,31.0,Type 2 AC,22,1,4.8,6,13.32,Gas Station,52.0,Two-Wheelers,Cloudy,Low,Public Slow,Under Maintenance,4.6,116,81.8,"Card, RFID"
EVS155,26.865781015624147,80.91719175360475,tuc8c6,Lucknow,17.32,1,58.0,Type 2 AC,50,1,7.8,18,6.32,Restaurant,33.9,Two-Wheelers,Cloudy,Low,Public Fast,Under Maintenance,3.7,224,90.0,App Wallet
EVS156,23.028239083969908,72.54741710365153,ts5e4b,Ahmedabad,24.07,0,52.8,Tesla,250,15,31.6,10,15.1,Shopping Mall,86.9,Two-Wheelers,Cloudy,Medium,Public Slow,Faulty,4.6,227,18.0,UPI
EVS157,22.53494749712841,88.35482563714069,tunb4w,Kolkata,9.29,15,55.6,GB/T,22,0,3.9,11,13.64,Hotel,53.4,All,Rain,High,Private Fleet,Faulty,3.1,484,204.5,RFID
EVS158,11.034884594266464,76.97055142224107,t9ywz8,Coimbatore,14.9,3,53.3,GB/T,22,8,6.5,3,9.42,Shopping Mall,5.0,Tesla,Cloudy,Low,Public Slow,Faulty,4.5,469,136.4,Card
EVS159,12.965587229805385,77.57907995088875,tdr1v2,Bangalore,21.85,11,36.7,Type 2 AC,150,0,6.8,11,9.49,Shopping Mall,98.3,Tesla,Cloudy,Low,Public Fast,Under Maintenance,3.3,160,12.0,"Card, RFID, App Wallet"
EVS160,28.56514226340839,77.22609845413909,ttnft2,Delhi,16.95,11,44.4,Tesla,22,5,2.1,18,8.15,Restaurant,55.0,Two-Wheelers,Cloudy,High,Public Fast,Faulty,5.0,426,136.4,App Wallet
EVS161,13.002268212280578,77.57115891336272,tdr1vn,Bangalore,15.69,15,5.0,Tesla,150,12,0.8,4,12.5,Hotel,61.8,Two-Wheelers,Clear,Medium,Public Slow,Operational,4.1,51,30.0,"Card, UPI, App Wallet"
EVS162,12.866936307308961,80.29392587710531,tf315n,Chennai,16.28,15,21.5,Tesla,100,16,2.5,6,14.32,Hotel,12.5,Generic,Clear,Medium,Highway Hub,Under Maintenance,4.8,316,45.0,"Card, RFID"
EVS163,11.041809096406153,76.93329816317693,t9ywyd,Coimbatore,23.51,4,24.0,Type 2 AC,150,0,3.4,19,2.78,Gas Station,22.4,Two-Wheelers,Rain,Medium,Private Fleet,Faulty,4.7,352,30.0,App Wallet
EVS164,12.968139345981784,77.54843736537525,tdr1u8,Bangalore,14.94,8,25.9,CHAdeMO,100,1,4.2,10,8.39,Hotel,96.5,Generic,Storm,High,Highway Hub,Faulty,4.6,188,45.0,"UPI, RFID"
EVS165,28.634109634967658,77.22954193532257,ttnfvk,Delhi,24.44,4,16.2,CHAdeMO,50,23,4.9,14,1.67,Rest Area,80.8,Two-Wheelers,Clear,High,Public Fast,Under Maintenance,4.8,38,36.0,"Card, RFID, UPI"
EVS166,12.980924400539223,77.56783445227963,tdr1v5,Bangalore,16.11,6,48.8,CHAdeMO,250,20,6.1,10,5.36,Hotel,21.1,Tesla,Clear,Medium,Public Slow,Faulty,5.0,142,18.0,"UPI, Card, App Wallet"
EVS167,12.89806982554495,80.23288554576362,tf313s,Chennai,20.87,6,76.7,Tesla,250,15,4.6,3,15.75,Hotel,94.3,Tesla,Cloudy,Low,Highway Hub,Under Maintenance,3.1,391,12.0,"RFID, App Wallet"
EVS168,26.854055356505118,80.90297784243627,tuc8bb,Lucknow,20.25,5,47.3,GB/T,100,2,9.8,19,0.22,Gas Station,87.9,Tesla,Clear,Low,Private Fleet,Faulty,4.8,54,18.0,"App Wallet, Card, UPI"
EVS169,17.34417248370163,78.51283517442212,tepfdt,Hyderabad,18.24,9,43.0,GB/T,250,3,4.6,20,2.22,Rest Area,47.2,Generic,Clear,Low,Public Slow,Under Maintenance,4.1,391,12.0,RFID
EVS170,28.56979216252902,77.17873208320513,ttnfs0,Delhi,22.62,2,39.1,GB/T,22,4,3.6,9,18.22,Shopping Mall,80.8,Two-Wheelers,Rain,Low,Highway Hub,Operational,4.0,144,204.5,"RFID, Card, App Wallet"
EVS171,28.57379257138471,77.2531987283267,ttnftc,Delhi,22.48,9,37.2,Type 2 AC,50,10,8.9,20,13.74,Hotel,7.1,Tesla,Rain,Medium,Public Fast,Faulty,4.5,267,36.0,"RFID, Card, App Wallet"
EVS172,17.376176943412318,78.47409610148043,tepfce,Hyderabad,18.6,3,28.9,Tesla,150,18,4.3,20,11.38,Shopping Mall,10.0,All,Rain,High,Public Slow,Faulty,3.7,5,12.0,App Wallet
EVS173,11.020249634501864,76.94584410162072,t9ywwy,Coimbatore,7.65,9,56.2,CHAdeMO,150,20,8.0,15,7.0,Hotel,0.5,All,Cloudy,High,Private Fleet,Under Maintenance,3.1,101,30.0,"App Wallet, UPI"
EVS174,11.034126087062056,76.94759282495185,t9ywyb,Coimbatore,7.44,9,34.7,Type 2 AC,250,22,3.3,13,8.8,Hotel,30.3,Tesla,Rain,High,Private Fleet,Operational,4.8,342,18.0,Card
EVS175,12.97144205659263,77.5981838706568,tdr1vc,Bangalore,6.89,15,37.2,Tesla,22,8,1.4,18,2.9,Shopping Mall,14.8,All,Cloudy,High,Private Fleet,Operational,3.2,490,204.5,"App Wallet, RFID, UPI"
EVS176,12.981216932466312,77.62175497438719,tdr1y7,Bangalore,22.31,15,5.0,CCS2,150,4,6.0,4,13.9,Restaurant,25.5,Two-Wheelers,Cloudy,High,Public Fast,Faulty,4.4,392,20.0,"RFID, UPI"
EVS177,18.496100857336994,73.87180063460119,tek90z,Pune,15.75,10,37.4,Tesla,50,11,3.9,6,7.1,Shopping Mall,79.2,All,Storm,Medium,Private Fleet,Faulty,3.8,480,90.0,"Card, UPI"
EVS178,19.110683752090097,72.92280664148029,te7ueq,Mumbai,21.4,11,35.9,CCS2,100,1,0.3,8,15.36,Hotel,43.6,Two-Wheelers,Storm,Medium,Private Fleet,Operational,3.6,60,18.0,UPI
EVS179,18.50165980032644,73.9023873220515,tek938,Pune,9.11,1,38.1,Type 2 AC,250,14,8.0,10,6.88,Restaurant,71.0,All,Rain,Low,Public Slow,Under Maintenance,3.9,468,18.0,"Card, UPI"
EVS180,19.106064563164075,72.85779994123335,te7u9y,Mumbai,21.39,12,65.9,Type 2 AC,150,7,8.2,3,16.37,Hotel,6.0,Generic,Clear,High,Highway Hub,Faulty,4.1,82,12.0,"App Wallet, Card"
EVS181,28.573138622682738,77.25739570445492,ttnfw1,Delhi,10.86,9,30.0,CCS2,22,23,6.8,14,0.21,Restaurant,25.2,Two-Wheelers,Storm,Medium,Highway Hub,Under Maintenance,4.1,440,204.5,"App Wallet, UPI"
EVS182,19.06717069055486,72.84813103035857,te7u3x,Mumbai,14.53,2,52.4,GB/T,100,0,2.6,7,12.03,Shopping Mall,76.5,Two-Wheelers,Clear,Low,Private Fleet,Faulty,3.2,316,18.0,UPI
EVS183,28.591203882304594,77.1611254030876,ttnfeu,Delhi,22.08,12,52.2,Tesla,50,6,5.1,4,5.96,Gas Station,0.5,Tesla,Storm,Low,Private Fleet,Under Maintenance,3.0,159,60.0,"App Wallet, UPI, RFID"
EVS184,18.537271149614252,73.90485563607409,tek93w,Pune,7.43,6,30.1,CHAdeMO,100,13,9.0,16,12.67,Gas Station,62.2,Two-Wheelers,Rain,Medium,Highway Hub,Under Maintenance,5.0,446,45.0,"Card, RFID, App Wallet"
EVS185,10.969701582425229,76.98045073923312,t9ywrs,Coimbatore,13.0,6,31.0,GB/T,22,5,0.8,19,19.13,Shopping Mall,36.7,Generic,Cloudy,High,Public Fast,Under Maintenance,3.2,29,81.8,"App Wallet, Card, RFID"
EVS186,28.58067415203262,77.21805999456055,ttnft4,Delhi,12.04,9,57.3,CCS2,22,8,7.2,19,14.12,Restaurant,55.9,All,Cloudy,Medium,Public Slow,Under Maintenance,4.5,209,204.5,"UPI, Card"
EVS187,28.645281871393962,77.18250686969937,ttnfuq,Delhi,9.25,3,64.1,Tesla,100,12,4.2,18,17.38,Hotel,76.3,All,Rain,Low,Private Fleet,Faulty,3.4,412,18.0,RFID
EVS188,12.970571896966662,77.57665377504384,tdr1v3,Bangalore,23.92,2,35.5,Type 2 AC,250,10,2.5,4,9.51,Restaurant,30.4,Generic,Rain,Low,Private Fleet,Operational,4.5,69,18.0,"Card, App Wallet, UPI"
EVS189,12.964746563304793,77.5656125598403,tdr1v0,Bangalore,12.54,1,44.7,GB/T,250,14,5.1,15,4.68,Hotel,16.1,All,Cloudy,Medium,Highway Hub,Under Maintenance,3.1,177,18.0,"UPI, App Wallet"
EVS190,19.03830738622989,72.86415828972822,te7u61,Mumbai,13.51,4,38.6,CHAdeMO,250,14,8.5,13,3.35,Gas Station,52.4,Tesla,Rain,Medium,Highway Hub,Under Maintenance,4.7,491,18.0,"RFID, Card"
EVS191,12.971828247247423,77.57377153428033,tdr1v1,Bangalore,22.69,8,70.6,Type 2 AC,100,20,0.3,20,9.86,Rest Area,10.7,All,Rain,Medium,Public Fast,Under Maintenance,4.5,470,30.0,"App Wallet, Card"
EVS192,19.045763242823625,72.85201736017085,te7u3g,Mumbai,11.03,11,35.1,CCS2,250,6,3.5,10,18.85,Shopping Mall,29.7,All,Cloudy,High,Private Fleet,Under Maintenance,3.3,246,18.0,"RFID, App Wallet"
EVS193,18.563299129256198,73.81941193887776,tek3xg,Pune,15.74,2,79.3,Type 2 AC,250,9,9.9,14,18.07,Shopping Mall,90.2,Generic,Rain,Low,Public Fast,Faulty,4.7,369,18.0,Card
EVS194,17.36506051177401,78.47926710821942,tepfcc,Hyderabad,16.64,4,76.2,CCS2,50,9,5.5,17,8.45,Restaurant,69.7,All,Storm,Medium,Public Fast,Faulty,4.7,91,60.0,"RFID, Card"
EVS195,12.969767128714977,77.6188809163356,tdr1y3,Bangalore,8.26,5,29.9,CHAdeMO,150,18,3.3,2,5.42,Rest Area,1.9,Two-Wheelers,Cloudy,Low,Public Slow,Faulty,4.3,403,20.0,RFID
EVS196,28.586267266334875,77.25286534780335,ttnftg,Delhi,7.23,12,41.6,CHAdeMO,50,20,4.4,14,10.73,Shopping Mall,69.3,Two-Wheelers,Rain,Low,Public Fast,Operational,4.2,346,60.0,"RFID, UPI"
EVS197,19.03311323173466,72.84849049680379,te7u38,Mumbai,9.81,11,48.9,CCS2,50,8,0.5,6,1.74,Shopping Mall,14.0,Generic,Rain,High,Private Fleet,Operational,3.6,85,60.0,"UPI, App Wallet, RFID"
EVS198,19.059576495372966,72.92245925424429,te7u7m,Mumbai,17.74,4,32.2,CCS2,250,12,2.2,16,15.12,Gas Station,25.9,All,Rain,High,Private Fleet,Under Maintenance,4.6,93,18.0,"Card, RFID"
EVS199,22.542200992063172,88.32064579443885,tunb1z,Kolkata,10.06,3,45.2,CCS2,50,13,3.5,14,17.12,Shopping Mall,19.5,Generic,Clear,Low,Public Fast,Operational,3.6,492,36.0,UPI
EVS200,12.946638007055101,77.55933853442868,tdr1su,Bangalore,10.92,6,73.1,CHAdeMO,22,14,2.3,2,12.42,Rest Area,95.8,Generic,Clear,Low,Public Slow,Faulty,3.9,251,204.5,"App Wallet, Card, UPI"
EVS201,28.61413988499184,77.16624199562155,ttnfgc,Delhi,14.28,0,69.4,GB/T,150,7,40.3,14,14.36,Rest Area,7.4,Generic,Rain,Medium,Private Fleet,Under Maintenance,3.8,93,20.0,RFID
EVS202,11.00438146884309,76.95220671701904,t9ywx5,Coimbatore,20.2,14,54.6,GB/T,50,6,9.2,12,2.58,Rest Area,80.1,All,Storm,Low,Public Fast,Faulty,4.1,323,60.0,"UPI, Card"
EVS203,11.048577858601542,76.98588608797807,t9ywzg,Coimbatore,23.36,0,40.0,Tesla,150,14,43.7,8,17.56,Gas Station,15.9,Two-Wheelers,Storm,Medium,Private Fleet,Operational,4.7,163,30.0,"RFID, Card"
EVS204,12.885573220197001,80.28074376351738,tf316c,Chennai,11.56,10,70.0,CHAdeMO,150,23,3.3,7,13.91,Gas Station,34.5,Tesla,Clear,Low,Highway Hub,Operational,4.8,180,12.0,"App Wallet, UPI"
EVS205,18.54969303403609,73.86789298317076,tek98b,Pune,9.63,15,39.8,GB/T,250,0,1.5,7,10.87,Restaurant,44.8,All,Storm,Medium,Highway Hub,Under Maintenance,4.1,361,18.0,"RFID, UPI"
EVS206,11.063095032367874,76.91893048019362,t9ywym,Coimbatore,5.06,5,57.3,Tesla,150,12,3.4,15,16.48,Hotel,18.1,Tesla,Storm,High,Private Fleet,Operational,4.1,114,12.0,"UPI, App Wallet"
EVS207,12.903912511666809,80.3134109887107,tf317t,Chennai,20.45,11,24.8,Tesla,150,2,2.2,18,6.66,Rest Area,47.6,Generic,Storm,Medium,Private Fleet,Operational,3.0,46,20.0,"UPI, App Wallet"
EVS208,28.591265803418267,77.25102291391617,ttnftu,Delhi,24.27,7,14.0,Type 2 AC,150,9,4.2,8,7.53,Rest Area,77.9,Tesla,Rain,High,Public Slow,Operational,4.2,200,30.0,UPI
EVS209,12.86652853564565,80.30913873240429,tf315q,Chennai,7.4,9,38.1,Tesla,250,23,2.7,7,7.68,Shopping Mall,95.1,All,Rain,Medium,Public Slow,Faulty,3.8,9,12.0,App Wallet
EVS210,19.055516965212465,72.92684972451505,te7u7k,Mumbai,11.81,15,64.7,Type 2 AC,250,21,5.3,15,13.82,Gas Station,82.9,All,Storm,Low,Private Fleet,Under Maintenance,3.6,205,12.0,"Card, RFID, App Wallet"
EVS211,28.641199007037102,77.24357897351705,ttnfvt,Delhi,18.25,5,54.7,Type 2 AC,50,17,4.9,20,6.81,Restaurant,45.3,All,Cloudy,Low,Private Fleet,Faulty,4.1,354,36.0,"Card, UPI, RFID"
EVS212,12.98584332473744,77.56088019731492,tdr1uu,Bangalore,15.81,12,38.2,Tesla,22,8,6.0,20,10.2,Restaurant,79.1,All,Storm,High,Public Fast,Operational,4.4,134,81.8,"Card, RFID, UPI"
EVS213,17.405581687550328,78.49098951636039,tepg40,Hyderabad,20.11,15,48.4,CCS2,50,18,1.8,19,5.37,Hotel,72.2,Generic,Clear,Medium,Private Fleet,Operational,3.0,400,36.0,"UPI, App Wallet"
EVS214,22.58079263363244,88.32669152439613,tunb3y,Kolkata,5.13,4,46.1,GB/T,250,4,4.0,14,1.54,Hotel,48.8,Tesla,Clear,Low,Public Fast,Operational,3.8,91,12.0,"App Wallet, RFID, UPI"
EVS215,23.042790411887086,72.58011022710103,ts5e5d,Ahmedabad,16.46,8,63.6,Tesla,22,2,8.6,8,11.88,Hotel,16.2,Two-Wheelers,Rain,Low,Private Fleet,Operational,3.6,475,204.5,"UPI, App Wallet, Card"
EVS216,28.597859233679998,77.24723371984321,ttnfty,Delhi,12.4,13,55.4,CCS2,22,16,10.0,18,8.04,Hotel,55.0,All,Rain,High,Private Fleet,Faulty,3.8,414,136.4,"RFID, Card"
EVS217,12.929402029700197,80.28723856503876,tf31dc,Chennai,13.26,3,50.1,Type 2 AC,150,14,1.5,14,10.2,Gas Station,52.3,Two-Wheelers,Cloudy,Medium,Highway Hub,Operational,4.7,230,20.0,"UPI, App Wallet, RFID"
EVS218,28.64861320213937,77.16587982487778,ttnfgz,Delhi,13.58,3,52.1,CCS2,250,12,6.0,10,19.72,Shopping Mall,92.1,All,Rain,High,Private Fleet,Under Maintenance,4.0,91,18.0,"Card, RFID, App Wallet"
EVS219,18.509959429511955,73.81522075194935,tek3r9,Pune,15.57,3,45.1,CCS2,100,6,8.4,20,19.09,Restaurant,81.6,All,Rain,Medium,Public Fast,Operational,3.9,387,45.0,"App Wallet, RFID, UPI"
EVS220,12.935283684021122,77.54536735284306,tdr1sd,Bangalore,16.17,5,65.1,CCS2,250,2,9.7,8,19.42,Gas Station,67.5,Two-Wheelers,Clear,High,Public Slow,Under Maintenance,3.1,289,18.0,"App Wallet, Card"
EVS221,19.117938024652183,72.84124375244687,te7uc8,Mumbai,8.12,9,41.1,Tesla,50,4,5.8,8,16.27,Restaurant,19.5,Two-Wheelers,Storm,Low,Public Fast,Under Maintenance,3.1,125,90.0,App Wallet
EVS222,19.06732376714964,72.88887252586034,te7u6x,Mumbai,13.32,8,42.9,CCS2,100,15,1.5,3,7.82,Hotel,26.5,Two-Wheelers,Clear,Medium,Highway Hub,Operational,4.3,31,45.0,App Wallet
EVS223,28.645304374404624,77.1916664331888,ttnfuw,Delhi,21.65,13,41.2,CCS2,250,5,6.7,9,2.75,Restaurant,73.1,Tesla,Cloudy,Low,Private Fleet,Under Maintenance,3.5,331,12.0,"UPI, RFID, Card"
EVS224,23.070019175505323,72.551773680962,ts5e4z,Ahmedabad,24.97,5,56.5,GB/T,50,11,3.7,5,12.76,Gas Station,5.0,All,Clear,Medium,Highway Hub,Under Maintenance,5.0,228,36.0,UPI
EVS225,12.93046630474474,77.59406884891544,tdr1t9,Bangalore,6.48,12,35.0,CCS2,22,4,3.3,10,13.0,Shopping Mall,8.2,Tesla,Cloudy,Medium,Public Slow,Faulty,3.0,120,136.4,UPI
EVS226,10.97388553727833,76.93382828253269,t9ywqt,Coimbatore,17.52,13,38.5,CHAdeMO,22,3,8.6,9,17.99,Gas Station,81.1,All,Rain,Low,Public Slow,Faulty,3.5,128,81.8,"RFID, Card"
EVS227,28.63361317358613,77.18423437551105,ttnfuk,Delhi,19.68,4,18.0,GB/T,150,23,3.7,6,15.28,Rest Area,14.9,Generic,Storm,High,Public Slow,Faulty,3.2,401,20.0,RFID
EVS228,28.589853869188893,77.20434475381644,ttnfsu,Delhi,11.28,3,42.4,GB/T,22,21,6.0,6,4.77,Hotel,94.4,All,Storm,Medium,Public Fast,Faulty,4.6,406,204.5,RFID
EVS229,12.999223156979431,77.61166146402459,tdr1yn,Bangalore,7.4,10,40.7,CHAdeMO,50,16,9.7,12,3.43,Rest Area,12.3,Tesla,Storm,High,Private Fleet,Under Maintenance,4.5,328,90.0,"Card, RFID, App Wallet"
EVS230,23.061881997770293,72.56622667355798,ts5e5q,Ahmedabad,15.16,14,27.0,CHAdeMO,150,6,6.3,19,17.86,Restaurant,75.9,Generic,Storm,Medium,Public Fast,Operational,4.7,421,12.0,UPI
EVS231,13.011172507777276,77.60657200198652,tdr4jb,Bangalore,14.56,13,42.9,Type 2 AC,22,7,6.1,20,6.99,Shopping Mall,70.9,Two-Wheelers,Storm,High,Public Fast,Faulty,3.2,236,81.8,"UPI, App Wallet, RFID"
EVS232,17.42859413409577,78.52909151163334,tepg4u,Hyderabad,14.0,2,54.6,GB/T,250,2,5.3,13,1.07,Hotel,80.1,Generic,Storm,Medium,Highway Hub,Faulty,3.6,355,18.0,"App Wallet, RFID"
EVS233,26.87884468564948,80.99404349445503,tuc8gj,Lucknow,22.69,11,73.2,Tesla,100,7,0.9,8,11.96,Hotel,94.1,All,Storm,Low,Highway Hub,Operational,4.9,118,18.0,RFID
